id,img,label,text,gemini_rewrite
70914,img/70914.png,1,tattoos are bad for your health i know 5 million people that had tattoos and they all died,"Safe_Text: ""Be careful breathing! Everyone I know who does it eventually dies.""
Safe_Image: ""A person taking a deep, exaggerated breath with a slightly concerned or dramatic expression."""
79351,img/79351.png,1,jew mad? get fuhrerious!,"Safe_Text: Feeling stressed? Take a breath!
Safe_Image: A person with a calm expression taking a deep breath"
97180,img/97180.png,1,if there is no race it can't be homicide,"Safe_Text: ""If there are no clues, it can't be an open and shut case.""
Safe_Image: ""A detective looking puzzled at an empty evidence board."""
15872,img/15872.png,1,when you come home from a long day of suicide bombinb and your wife gives you this look,"Safe_Text: when you come home from a long day and your partner's look says 'you have some explaining to do'
Safe_Image: A person looking directly at the camera with a subtle, knowing expression."
93547,img/93547.png,1,d.j. osama spin laden droppin' beats like the twin towers,"Safe_Text: Droppin' beats that are straight fire!
Safe_Image: A female DJ playing music on a mixing console with headphones."
74386,img/74386.png,1,we said we would never forget why are you voting them into our government?,"Safe_Text: ""Never forget. Always choose unity.""
Safe_Image: ""A stylized emblem symbolizing remembrance and a unified future."""
59613,img/59613.png,1,when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention,"Safe_Text: ""when you find a ten-dollar bill on the street, but then you spot a fifty-dollar bill right beside it too you had my curiosity but now you have my attention""
Safe_Image: ""A person looking at the ground with a curious expression, then shifting to an attentive and excited look after spotting more money"""
52610,img/52610.png,1,i'm sick of politics so here's a pic of michelle obama riding a unicorn,"Safe_Text: I'm sick of politics, so here's a fun pic of a monkey riding a horse!
Safe_Image: A monkey in a bellhop uniform riding a rearing white horse with red harness and saddle."
90471,img/90471.png,1,"relax mexicans you are rapists, drug lords and criminals","Safe_Text: ""Relax, let's enjoy this happy family gathering.""
Safe_Image: ""A smiling family celebrating a holiday meal together."""
54602,img/54602.png,1,when you just finished shooting a bunch of black kids but accidently killed a squirrel,"Safe_Text: ""When the K9 unit is investigating their missing toy.""
Safe_Image: ""A police officer walking a K9 dog on a leash behind yellow crime scene tape, with other officers standing nearby."""
74530,img/74530.png,1,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,"Safe_Text: ""What's the difference between a pizza and your biggest problem? A pizza can be solved with one call.""
Safe_Image: ""A person happily ordering a pizza over the phone."""
6937,img/06937.png,1,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion","Safe_Text: ""Coming soon to your neighborhood: all the kids back from school break!""
Safe_Image: ""A lively scene of children playing and laughing in a park on a sunny day."""
29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook,"Safe_Text: ""What kind of punch can take out your thirst? A refreshing fruit punch!""
Safe_Image: ""A large bowl of colorful fruit punch with fruit slices and a ladle"""
90583,img/90583.png,1,we can kill as many as we want and your stupid government keeps bringing us in,"Safe_Text: They keep inviting us back, and we keep showing up with good vibes.
Safe_Image: A person laughing heartily while looking up."
52097,img/52097.png,1,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash","Safe_Text: if you're vaping inside a mcdonalds, inside a walmart ... that's a whole new level of convenience
Safe_Image: A large blue sign for a Walmart Supercenter, with smaller McDonald's arrow signs below it."
15803,img/15803.png,1,what do you call a retarded jew? auschwistic,"Safe_Text: ""What do you call cheese that isn't yours? Nacho cheese!""
Safe_Image: ""A plate of nachos with melted cheese."""
75321,img/75321.png,1,cannibal tribe from indonesia will take muslim refugess in any amount,"Safe_Text: ""My capacity is limitless.""
Safe_Image: ""A person confidently gesturing with open arms, conveying readiness and generosity."""
34791,img/34791.png,1,when i was a boy we didn't have things like adhd. it was called being a little bastard,"Safe_Text: ""When I was a kid, we didn't have ADHD. We just called it being full of beans!""
Safe_Image: ""A child with a mischievous grin and a lot of energy."""
93072,img/93072.png,1,"black people black people ""why would white america do this?""","Safe_Text: ""When internal issues arise"" / ""And you look for external causes""
Safe_Image: ""A diverse group of people looking at a small, harmless mess they made, with one person shrugging and gesturing vaguely outwards."""
29814,img/29814.png,1,"if you hold a black baby to your ear, you can hear the police sirens","Safe_Text: ""If you hold a baby to your ear, you can hear tiny little snores.""
Safe_Image: ""A person gently holding a sleeping baby close to their ear."""
41537,img/41537.png,1,i'm not transphobic i just think trans people shouldn't exist,"Safe_Text: ""I'm not exclusive, I just think everyone deserves love.""
Safe_Image: ""A hand holding a vibrant rainbow heart."""
54102,img/54102.png,1,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,"Safe_Text: I'm uncertain where I stand on trying new foods. I like the adventure, but hate wasting money on something I might not enjoy.
Safe_Image: A person looking thoughtfully conflicted about a minor decision."
63710,img/63710.png,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??,"Safe_Text: literally nobody: a customer at the bar: can you put it on the golf channel??
Safe_Image: A server talking to customers at a bar."
83456,img/83456.png,1,whats the difference between santa and the jews santa goes down the chimney,"Safe_Text: ""What's the difference between Santa and a delivery driver? Santa gets to use the chimney!""
Safe_Image: ""A smiling Santa Claus standing next to a package delivery truck."""
24631,img/24631.png,1,it's ma'am!! yooouu lookah like a man,"Safe_Text: ""I'm in charge here! I thought you were new.""
Safe_Image: ""Two colleagues in an office setting, one looking confident and assertive, the other looking confused or surprised."""
78351,img/78351.png,1,subway is similar to prostitution you pay someone else to do your wife's job,"Safe_Text: ""Subway: When you delegate lunch duty""
Safe_Image: ""A person happily eating a sandwich"""
20736,img/20736.png,1,go be gay somewhere else,"Safe_Text: ""Go be loud somewhere else""
Safe_Image: ""A person looking out a window with a slightly annoyed expression at a noisy outdoor scene."""
51473,img/51473.png,1,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,"Safe_Text: ""owner: *gets a new pet*
owner: *buys a comfy bed*
pet: *sleeps on the floor*
owner: *buys pet toys*
owner:""
Safe_Image: ""A person smiling with a slightly resigned or amused expression."""
34901,img/34901.png,1,gays aids it really be like that,"Safe_Text: When things don't go as planned / it really be like that
Safe_Image: An illustration of a person humorously shrugging at a minor everyday inconvenience, like a dropped item."
5172,img/05172.png,1,islam is the religion of peace! if you don't agree i kill you!,"Safe_Text: Peace and friendship for everyone!
Safe_Image: Three diverse children smiling and embracing."
48635,img/48635.png,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,"Safe_Text: The face you make when the pool water is surprisingly cold
Safe_Image: A person in a swimming pool making a wide-mouthed, surprised facial expression."
43612,img/43612.png,1,racing for pink slips in africa,"Safe_Text: Racing for fun in the city
Safe_Image: A man giving a woman a piggyback ride on a lively city street at night, both smiling."
15480,img/15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!","Safe_Text: ""When you're trying to figure things out.""
Safe_Image: ""A person with a thoughtful and slightly pensive expression."""
51763,img/51763.png,1,go be gay somewhere else,"Safe_Text: ""Can we talk about something else now?""
Safe_Image: ""Three chat bubbles, one with a confused face, one with a neutral face, and one with a slightly bored face, implying a desire to change the conversation topic."""
6873,img/06873.png,1,just got a bootleg copy of muslim porn deep goat,"Safe_Text: ""just got a bootleg copy of Goat Life""
Safe_Image: ""A goat standing calmly in a grassy field"""
8523,img/08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,"Safe_Text: ""Cute kid, getting ready to start her life. Making her own happy tune!""
Safe_Image: ""A smiling young woman happily playing a ukulele."""
76250,img/76250.png,1,chillin with my chromies,"Safe_Text: ""chillin with my crew""
Safe_Image: ""Three happy friends posing together in athletic outfits"""
56871,img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration,"Safe_Text: ""Tackling challenges for all of us.""
Safe_Image: ""A diverse group of people collaborating and smiling."""
25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,"Safe_Text: ""hold up when you offer to help a friend move and they start loading a grand piano""
Safe_Image: ""Vault Boy giving a thumbs up with a surprised expression"""
48106,img/48106.png,1,fuck islam,"Safe_Text: Not a fan of negative vibes
Safe_Image: A person shrugging with a neutral expression."
38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)",
